Crop	Village	vF	vQ	pollen_capacity	Importance
Phaseolus_vulgaris	CHAU	0.004	0.111111111111111	70.0555555555556	0.0311358024691358
Phaseolus_vulgaris	CHUM	0.00364963503649635	0.0833333333333333	106.891304347826	0.0325095207870517
Phaseolus_vulgaris	GADI	0.032520325203252	0.307692307692308	148.327586206897	1.48420348924975
Phaseolus_vulgaris	LORP	0.00928074245939675	0.444444444444444	31.1666666666667	0.128555469622755
Phaseolus_vulgaris	LUMA	0.00505050505050505	1	89.0632911392405	0.449814601713336
Phaseolus_vulgaris	PATM	0	0	55.2424242424242	0
Phaseolus_vulgaris	PERE	0	0	48.6301369863014	0
Phaseolus_vulgaris	RINI	0.0198300283286119	0.137254901960784	88.3461538461538	0.240457786950038
Phaseolus_vulgaris	TIRK	0.00483091787439613	0.125	86.7833333333333	0.0524053945249597
Phaseolus_vulgaris	URTH	0	0	73.2727272727273	0
Sorghum_bicolor	GADI	0	0	148.327586206897	0
Pisum_sativum	CHAU	0	0	70.0555555555556	0
Pisum_sativum	GADI	0	0	148.327586206897	0
Pisum_sativum	RINI	0	0	88.3461538461538	0
Pisum_sativum	URTH	0	0	73.2727272727273	0
Helianthus_annuus	CHAU	0.012	1	70.0555555555556	0.840666666666667
Helianthus_annuus	CHUM	0	0	106.891304347826	0
Helianthus_annuus	LORP	0.00464037122969838	0.2	31.1666666666667	0.0289249806651199
Helianthus_annuus	PERE	0.0125260960334029	0.428571428571429	48.6301369863014	0.261062471146264
Helianthus_annuus	RINI	0.0198300283286119	0.333333333333333	88.3461538461538	0.583968911164379
Helianthus_annuus	TIRK	0.0193236714975845	0.210526315789474	86.7833333333333	0.353046868378676
Helianthus_annuus	URTH	0	0	73.2727272727273	0
Brassica_alba	CHAU	0.14	0.376344086021505	70.0555555555556	3.69109916367981
Brassica_alba	CHUM	0.109489051094891	0.46875	106.891304347826	5.48598163281498
Brassica_alba	GADI	0.040650406504065	0.208333333333333	148.327586206897	1.25616180730773
Brassica_alba	LORP	0.0765661252900232	0.6875	31.1666666666667	1.64058874709977
Brassica_alba	LUMA	0.138047138047138	0.535947712418301	89.0632911392405	6.58944091921671
Brassica_alba	PATM	0.104575163398693	0.344086021505376	55.2424242424242	1.98777997133468
Brassica_alba	PERE	0.183716075156576	0.520710059171598	48.6301369863014	4.65209547531121
Brassica_alba	RINI	0.121813031161473	0.333333333333333	88.3461538461538	3.58723759715261
Brassica_alba	TIRK	0.120772946859903	0.294117647058823	86.7833333333333	3.0826702661741
Brassica_alba	URTH	0.148	0.379487179487179	73.2727272727273	4.11529696969697
Malus_domestica	CHAU	0.088	0.814814814814815	70.0555555555556	5.02324279835391
Malus_domestica	CHUM	0.102189781021898	0.622222222222222	106.891304347826	6.79665714587962
Malus_domestica	GADI	0.182926829268293	0.76271186440678	148.327586206897	20.6947335034426
Malus_domestica	LORP	0.00696055684454756	0.428571428571429	31.1666666666667	0.0929731521378853
Malus_domestica	LUMA	0.0622895622895623	0.672727272727273	89.0632911392405	3.73209811967004
Malus_domestica	PATM	0.0555555555555556	0.653846153846154	55.2424242424242	2.00666925666926
Malus_domestica	PERE	0.102296450939457	0.7	48.6301369863014	3.48228329567878
Malus_domestica	RINI	0.0084985835694051	0.6	88.3461538461538	0.450490302898235
Malus_domestica	TIRK	0.0241545893719807	0.333333333333333	86.7833333333333	0.69873859366613
Malus_domestica	URTH	0.036	0.580645161290323	73.2727272727273	1.53163636363636
Spinacia_oleracea	RINI	0	0	88.3461538461538	0
Capsicum_sp.	CHAU	0.004	0.166666666666667	70.0555555555556	0.0467037037037037
Capsicum_sp.	LORP	0.00696055684454756	0.5	31.1666666666667	0.1084686774942
Capsicum_sp.	LUMA	0.0151515151515152	0.5625	89.0632911392405	0.759062140391254
Capsicum_sp.	PERE	0.00417536534446764	0.166666666666667	48.6301369863014	0.0338414314448861
Capsicum_sp.	RINI	0.0056657223796034	0.4	88.3461538461538	0.200217912399216
Capsicum_sp.	TIRK	0.0241545893719807	0.161290322580645	86.7833333333333	0.338099319515869
Capsicum_sp.	URTH	0.012	0.6	73.2727272727273	0.527563636363636
Momordica_balsamina	LORP	0.00464037122969838	0.666666666666667	31.1666666666667	0.0964166022170662
Brassica_rapa	RINI	0.0028328611898017	0.333333333333333	88.3461538461538	0.0834241301663398
Allium_cepa	CHAU	0	0	70.0555555555556	0
Allium_cepa	GADI	0	0	148.327586206897	0
Allium_cepa	LORP	0	0	31.1666666666667	0
Allium_cepa	PERE	0	0	48.6301369863014	0
Allium_cepa	RINI	0	0	88.3461538461538	0
Allium_cepa	TIRK	0	0	86.7833333333333	0
Perilla_frutescens	LORP	0.00232018561484919	1	31.1666666666667	0.0723124516627997
Basella_alba	LUMA	0	0	89.0632911392405	0
Basella_alba	RINI	0	0	88.3461538461538	0
Mentha_piperita	LORP	0	0	31.1666666666667	0
Cucurbita_maxima	CHAU	0	0	70.0555555555556	0
Cucurbita_maxima	CHUM	0.0218978102189781	0.272727272727273	106.891304347826	0.63836877181847
Cucurbita_maxima	GADI	0	0	148.327586206897	0
